愛仁醫療社團法人愛仁醫院,高雄市,三民區,AstraZeneca,907320012,高雄市三民區民族一路45號1樓至4樓及49．51號1樓至4樓,07-3115159
新高醫院,高雄市,三民區,AstraZeneca,1507320015,高雄市三民區莊敬路288號1-9樓,07-3828814
和平醫療社團法人進興診所,高雄市,三民區,AstraZeneca,4107320010,高雄市三民區九如一路171號1樓,07-3869559
僾彼高榮育仁診所,高雄市,三民區,AstraZeneca,3507320133,高雄市三民區九如一路148號1-3樓,07-3891080
偉倫小兒科診所,高雄市,三民區,AstraZeneca,3502055499,高雄市三民區鼎山街256號1樓,07-3800333
承安耳鼻喉科診所,高雄市,三民區,AstraZeneca,3502054929,高雄市三民區力行路250號1樓,07-3160789
陳豊源耳鼻喉科診所,高雄市,三民區,AstraZeneca,3502051053,高雄市三民區建工路648號,07-3870120
川惠診所,高雄市,三民區,AstraZeneca,3507321087,高雄市三民區文安南街78號1樓,07-7807811
尊德診所,高雄市,三民區,AstraZeneca,3507321381,高雄市三民區博愛一路223－1號2樓,07-3226777
莊永昌診所,高雄市,三民區,AstraZeneca,3502051544,高雄市三民區建工路332號,07-3922289
呂佳群耳鼻喉科診所,高雄市,三民區,AstraZeneca,3502052336,高雄市三民區大昌二路305號一樓,07 3832988
吉田診所,高雄市,大社區,AstraZeneca,3542090276,高雄市大社區中山路72號,07-3543381
富安診所,高雄市,大社區,AstraZeneca,3542090150,高雄市大社區神農里金龍路138號,07-3528996
德全診所,高雄市,大社區,AstraZeneca,3542090203,高雄市大社區金龍路375號,07-3529868
王裕郎小兒科診所,高雄市,大社區,AstraZeneca,3542090329,高雄市大社區中山路317號,07-3550619
圓明診所,高雄市,大寮區,AstraZeneca,3542062156,高雄市大寮區義仁里鳳林一路147號,07-6433298
洪耳鼻喉科診所,高雄市,大寮區,AstraZeneca,3542060401,高雄市大寮區忠義里鳳林四路156號,07-7861305
大鋐診所,高雄市,大寮區,AstraZeneca,3507060043,高雄市大寮區中庄里鳳屏一路492號1樓,07-7038188
大順診所,高雄市,大寮區,AstraZeneca,3542060769,高雄市大寮區鳳屏一路562號,07-7038417
鳳信診所,高雄市,大寮區,AstraZeneca,3542061917,高雄市大寮區鳳屏一路578號1－2樓,07-7036751
張文豪診所,高雄市,大寮區,AstraZeneca,3542061944,高雄市大寮區會社里力行路1－12號1樓,07-7816276
嘉德耳鼻喉科診所,高雄市,大寮區,AstraZeneca,3542062147,高雄市大寮區鳳屏一路441、443號,07-7022626
大承耳鼻喉科診所,高雄市,大寮區,AstraZeneca,3542062307,高雄市大寮區鳳屏一路464號1樓,07-7013668
喉康診所,高雄市,大寮區,AstraZeneca,3507060070,高雄市大寮區中庄里仁愛路82號1樓,07-7017100
佳和耳鼻喉科診所,高雄市,大寮區,AstraZeneca,3507060034,高雄市大寮區鳳林三路516號,07-7821500
詠新耳鼻喉科診所,高雄市,大寮區,AstraZeneca,3507060052,高雄市大寮區中庄里鳳屏一路690號1樓,07-7032000
杏安診所,高雄市,大寮區,AstraZeneca,3542062290,高雄市大寮區琉球里林厝路53號1樓,07-7810565
瑞生醫院,高雄市,大寮區,AstraZeneca,1542061148,高雄市大寮區鳳林四路192號,07-7835175
張桐榮診所,高雄市,大寮區,AstraZeneca,3542061953,高雄市大寮區鳳林三路573．575號,07-7825382
佛光聯合診所,高雄市,大樹區,AstraZeneca,3542071315,高雄市大樹區興田里興田路154號1樓,07-6562605
洪清中兒科診所,高雄市,小港區,AstraZeneca,3502110646,高雄市小港區二苓路192號1樓,07-8063773
大雄診所,高雄市,小港區,AstraZeneca,3507380193,高雄市小港區二苓路156、158號1樓,07-8015808
長慶小兒科診所,高雄市,小港區,AstraZeneca,3507380068,高雄市小港區漢民路413號1樓,07-8068170
施晉南診所,高雄市,小港區,AstraZeneca,3502110637,高雄市小港區平治街1號、1之1號,07-8021622
蔡坤霖小兒科診所,高雄市,小港區,AstraZeneca,3502111956,高雄市小港區二苓路148號1樓,07-8030816
大佑診所,高雄市,小港區,AstraZeneca,3507380157,高雄市小港區平和路26－1號,07-8218162
朝陽耳鼻喉科診所,高雄市,小港區,AstraZeneca,3507380040,高雄市小港區平和路144號1樓146號1樓,07-8311228
柯芳蓉黃麗瑛小兒科診所,高雄市,小港區,AstraZeneca,3502111929,高雄市小港區漢民路716號一樓,07-8053077
蔡聰慶診所,高雄市,小港區,AstraZeneca,3502110440,高雄市小港區孔鳳路239號,07-7914257
高雄市立小港醫院（委託財團法人私立高雄醫學大學經營）,高雄市,小港區,AstraZeneca,1102110011,高雄市小港區山明里山明路482號Ｂ1－10樓,07-8036783
大林診所,高雄市,仁武區,AstraZeneca,3507080161,高雄市仁武區仁雄路9號1樓,07-3718528
仁同小兒科診所,高雄市,仁武區,AstraZeneca,3507080205,高雄市仁武區永仁街694號1樓,07-3734890
易生診所,高雄市,仁武區,AstraZeneca,3542080190,高雄市仁武區文武里中華路306號,07-3746901
劉內兒科診所,高雄市,仁武區,AstraZeneca,3542080047,高雄市仁武區灣內里仁心路6號1樓,07-3718727
陽光診所,高雄市,仁武區,AstraZeneca,3542081348,高雄市仁武區仁武里中華路255號,07-3755500
仁雄診所,高雄市,仁武區,AstraZeneca,3507080090,高雄市仁武區仁雄路15－1號1樓,07-3741298
長恩聯合診所,高雄市,仁武區,AstraZeneca,3542081231,高雄市仁武區仁忠路83號,07-3747975
觀亭診所,高雄市,內門區,AstraZeneca,3542241059,高雄市內門區觀亭里中正路168號,07-6674882
大嘉診所,高雄市,六龜區,AstraZeneca,3542211257,高雄市六龜區太平路114號,07-6895789
蘇婦產科診所,高雄市,左營區,AstraZeneca,3502030732,高雄市左營區裕誠路445號1樓,07-5575100
張簡耳鼻喉科診所,高雄市,左營區,AstraZeneca,3502032110,高雄市左營區自由三路300號一樓,07-3454185
賀凱診所,高雄市,左營區,AstraZeneca,3507301487,高雄市左營區明誠二路497號1－3樓,07-5566018
黃昭文診所,高雄市,左營區,AstraZeneca,3502030643,高雄市左營區自由二路255號1樓,07-5592289
金仁福診所,高雄市,左營區,AstraZeneca,3502032192,高雄市左營區華夏路228號1樓,07-5529843
維寧好耳鼻喉科診所,高雄市,左營區,AstraZeneca,3507301656,高雄市左營區重愛路196號1樓,07-3500850
文愛診所,高雄市,左營區,AstraZeneca,3507300908,高雄市左營區重愛路303號1－2樓,07-3430123
振亮診所,高雄市,左營區,AstraZeneca,3507300819,高雄市左營區左營大路156號1樓,07-5879799
薛智峰耳鼻喉科診所,高雄市,左營區,AstraZeneca,3502032432,高雄市左營區華夏路703號1樓,07-3439190
楊宜璋耳鼻喉科診所,高雄市,左營區,AstraZeneca,3502030723,高雄市左營區明誠二路362號1樓,07-5591007
中馨診所,高雄市,左營區,AstraZeneca,3507301192,高雄市左營區文川路128號1樓,07-3488226
乃聖診所,高雄市,左營區,AstraZeneca,3502032610,高雄市左營區文強路232號1樓,07-3500041
謝宗哲耳鼻喉科診所,高雄市,左營區,AstraZeneca,3502032334,高雄市左營區裕誠路424號一樓,07-5584717
賴孟德診所,高雄市,左營區,AstraZeneca,3507300186,高雄市左營區孟子路608號,07-3439801
蔡昌學復健科診所,高雄市,左營區,AstraZeneca,3502033028,高雄市左營區崇德路287－289號1．2樓,07-3502290
康澤小兒科診所,高雄市,左營區,AstraZeneca,3502032790,高雄市左營區自由三路382號1樓,07-3453356
楊東穎診所,高雄市,左營區,AstraZeneca,3502033573,高雄市左營區自由三路327號1樓,07-3505726
國聖診所,高雄市,左營區,AstraZeneca,3502030947,高雄市左營區文慈路150號1樓,07-3506203
立馨診所,高雄市,左營區,AstraZeneca,3507301450,高雄市左營區立大路78號1樓,07-3590639
豐田博愛診所,高雄市,左營區,AstraZeneca,3507301610,高雄市左營區博愛四路16號1樓,07-3418880
馬遠成診所,高雄市,左營區,AstraZeneca,3502030385,高雄市左營區果峰街2巷2號1樓、3號1樓,07-5832348
李建中診所,高雄市,左營區,AstraZeneca,3502030876,高雄市左營區崇德路238號一樓,07-3498018
福山診所,高雄市,左營區,AstraZeneca,3502033297,高雄市左營區重愛路218號1樓,07-3482323
博田國際醫院,高雄市,左營區,AstraZeneca,1507300077,高雄市左營區博愛二路100號,07-5562217
彌馨診所,高雄市,左營區,AstraZeneca,3507300097,高雄市左營區至聖路288號1、2Ｆ,07-8629880
長安診所,高雄市,左營區,AstraZeneca,3502030616,高雄市左營區左營大路253號1樓,07-5821864
裕生診所,高雄市,左營區,AstraZeneca,3502033313,高雄市左營區博愛四路80號1樓,07-5563707
沈嘉充診所,高雄市,左營區,AstraZeneca,3502030750,高雄市左營區果峰里中華一路5號1樓,07-5851778
加安耳鼻喉科診所,高雄市,左營區,AstraZeneca,3502030554,高雄市左營區左營大路95號,07-5816899
文仁小兒科診所,高雄市,左營區,AstraZeneca,3507301334,高雄市左營區自由三路172號1樓,07-3455959
育濰小兒科診所,高雄市,左營區,AstraZeneca,3507300999,高雄市左營區重上街168號1樓,07-3414005
王宏育診所,高雄市,岡山區,AstraZeneca,3542020434,高雄市岡山區岡山路260號,07-6228972
金禾美診所,高雄市,岡山區,AstraZeneca,3507020192,高雄市岡山區維仁路26號1－3樓,07-6223028
吳宗慶診所,高雄市,岡山區,AstraZeneca,3542020738,高雄市岡山區中山北路47號,07-6229868
岡山家福耳鼻喉科診所,高雄市,岡山區,AstraZeneca,3507020021,高雄市岡山區岡山路312－1號1樓、312號1樓,07-6219595
劉志廷家庭醫學科診所,高雄市,岡山區,AstraZeneca,3542020309,高雄市岡山區維新路51號,07-6228617
維馨診所,高雄市,岡山區,AstraZeneca,3507020156,高雄市岡山區維仁路81號1樓,07-6217335
康誠診所,高雄市,岡山區,AstraZeneca,3507020147,高雄市岡山區維仁路81號1樓,07-6217335
劉嘉修醫院,高雄市,岡山區,AstraZeneca,1542020058,高雄市岡山區岡山路426及428號,07-6221231
國軍高雄總醫院岡山分院附設民眾診療服務處,高雄市,岡山區,AstraZeneca,542020011,高雄市岡山區大義二路1號,07-6250919
光雄長安醫院,高雄市,岡山區,AstraZeneca,1542020067,高雄市岡山區岡山路380－1號，378號，376號Ｂ1－7樓,07-6219156
陳國俊小兒科診所,高雄市,岡山區,AstraZeneca,3542022250,高雄市岡山區岡山路73號,07-6297200
蘇俊明小兒科診所,高雄市,岡山區,AstraZeneca,3542022054,高雄市岡山區平和路200號,07-6223189
阿蓮康健診所,高雄市,阿蓮區,AstraZeneca,3507140028,高雄市阿蓮區中正路383號,07-6317288
明成親子診所,高雄市,阿蓮區,AstraZeneca,3542141465,高雄市阿蓮區民權路95、97號,07-6319789
黃裕峰耳鼻喉科診所,高雄市,前鎮區,AstraZeneca,3502097291,高雄市前鎮區保泰路427號一樓,07-7268385
永興診所,高雄市,前鎮區,AstraZeneca,3502097175,高雄市前鎮區鎮興路222號1樓,07-8157006
親親診所,高雄市,前鎮區,AstraZeneca,3502090569,高雄市前鎮區一心一路402號,07-3391078
南隆小兒科診所,高雄市,前鎮區,AstraZeneca,3507360413,高雄市前鎮區復興三路391號1樓,07-3385678
保泰長慶小兒科診所,高雄市,前鎮區,AstraZeneca,3507360548,高雄市前鎮區保泰路425號1樓,07-7210089
杏心耳鼻喉科診所,高雄市,前鎮區,AstraZeneca,3507360655,高雄市前鎮區班超路11號1樓,07-8212666
聖青診所,高雄市,前鎮區,AstraZeneca,3502090309,高雄市前鎮區草衙一路112號,07-8310970
大家診所,高雄市,前鎮區,AstraZeneca,3507360039,高雄市前鎮區草衙二路430號,07-8117772
大鈞診所,高雄市,前鎮區,AstraZeneca,3507360397,高雄市前鎮區草衙二路430號1樓,07-8117772
上晴診所,高雄市,前鎮區,AstraZeneca,3502097997,高雄市前鎮區瑞北路88號1樓,07-7249449
吳昆哲婦產小兒科醫院,高雄市,前鎮區,AstraZeneca,1502090209,高雄市前鎮區興東里民權二路430號,07-3319611
吳泰成耳鼻喉科診所,高雄市,前鎮區,AstraZeneca,3502090694,高雄市前鎮區林森三路150號,07-3361136
宏昇診所,高雄市,前鎮區,AstraZeneca,3507360342,高雄市前鎮區草衙二路470號1樓,07-8112522
佑鎮診所,高雄市,前鎮區,AstraZeneca,3507360182,高雄市前鎮區樹人路128號,07-8121606
永豐診所,高雄市,前鎮區,AstraZeneca,3502097362,高雄市前鎮區永豐路110號1．2樓,07-7515678
吳信宏耳鼻喉科小兒科診所,高雄市,前鎮區,AstraZeneca,3502091208,高雄市前鎮區三多二路401號,07-3334258
慶大診所,高雄市,前鎮區,AstraZeneca,3502098092,高雄市前鎮區中華五路993號2樓,07-5366226
林正宗診所,高雄市,前鎮區,AstraZeneca,3502090514,高雄市前鎮區一心一路404號,07-3303615
蕭基昌耳鼻喉科診所,高雄市,前鎮區,AstraZeneca,3502098163,高雄市前鎮區永豐路91．93號1樓,07-7510098
楊榮超診所,高雄市,前鎮區,AstraZeneca,3502091271,高雄市前鎮區一心二路133號,07-3382616
昭哲診所,高雄市,前鎮區,AstraZeneca,3502097835,高雄市前鎮區永豐路214號1樓,07-7136366
同慶診所,高雄市,苓雅區,AstraZeneca,3502083902,高雄市苓雅區同慶路78號,07-2260957
信君耳鼻喉科診所,高雄市,苓雅區,AstraZeneca,3502084230,高雄市苓雅區武廟路196號(1樓),07-7168385
吳三江內科診所,高雄市,苓雅區,AstraZeneca,3502084187,高雄市苓雅區憲政路240號(1、2、3、4樓),07-2222088
惠霖診所,高雄市,苓雅區,AstraZeneca,3502081971,高雄市苓雅區建國一路111號,07-7159500
高雄市立民生醫院,高雄市,苓雅區,AstraZeneca,102080017,高雄市苓雅區凱旋二路134號及132號5樓,07-7511131
林文樹小兒科內科診所,高雄市,苓雅區,AstraZeneca,3502080027,高雄市苓雅區福康里武慶三路89號,07-7611286
冬勝診所,高雄市,苓雅區,AstraZeneca,3507350515,高雄市苓雅區中正一路472號1樓,07-7278392
崇酩耳鼻喉科診所,高雄市,苓雅區,AstraZeneca,3502084061,高雄市苓雅區成功一路181號,07-3327296
楊朝欽內科診所,高雄市,苓雅區,AstraZeneca,3502081980,高雄市苓雅區三多三路238號,07-3349010
宇安診所,高雄市,苓雅區,AstraZeneca,3507350060,高雄市苓雅區四維二路94之18號(1樓),07-7511779
曾政峰耳鼻喉科診所,高雄市,苓雅區,AstraZeneca,3502084356,高雄市苓雅區三多三路112之1號(1樓),07-3352777
小貝貝小兒科診所,高雄市,苓雅區,AstraZeneca,3502081882,高雄市苓雅區普天里光華一路25號,07-3383099
信義醫療財團法人高雄基督教醫院,高雄市,苓雅區,AstraZeneca,1202080029,高雄市苓雅區華新街86號,07-3321111
邱外科醫院,高雄市,苓雅區,AstraZeneca,1502081175,高雄市苓雅區成功一路137號1－6樓,07-3364131
天主教聖功醫療財團法人聖功醫院,高雄市,苓雅區,AstraZeneca,1107350015,高雄市苓雅區建國一路352號,07-2238153
泰順聯合診所,高雄市,苓雅區,AstraZeneca,3502081659,高雄市苓雅區光華一路148－95號,07-2241595
劉永豐診所,高雄市,苓雅區,AstraZeneca,3502082209,高雄市苓雅區建國一路15-1號一.二樓,07-7492636
柯武鎮診所,高雄市,苓雅區,AstraZeneca,3502081631,高雄市苓雅區奏捷里福壽街193號,07-7131840
林國坤診所,高雄市,苓雅區,AstraZeneca,3502080894,高雄市苓雅區建國一路115之4號,07-7225391
忠信診所,高雄市,茄萣區,AstraZeneca,3542170251,高雄市茄萣區嘉賜里仁愛路三段218號,07-6901221
友安小兒科診所,高雄市,茄萣區,AstraZeneca,3542171329,高雄市茄萣區仁愛路二段80，82號,07-6906933
華榮診所,高雄市,茄萣區,AstraZeneca,3507170035,高雄市茄萣區嘉樂里仁愛路三段2巷75號1樓,07-6909097
蔡政達診所,高雄市,梓官區,AstraZeneca,3542200272,高雄市梓官區廣澤路2號2樓,07-6173295
梓安診所,高雄市,梓官區,AstraZeneca,3542201466,高雄市梓官區中正路71號1樓,07-6177429
嘉田診所,高雄市,梓官區,AstraZeneca,3507200038,高雄市梓官區梓義里進學路124號1樓,07-6107738
富田森林診所,高雄市,湖內區,AstraZeneca,3542161449,高雄市湖內區保生路148號1樓,07-6992189
蔡瑞聲診所,高雄市,新興區,AstraZeneca,3502063035,高雄市新興區中正三路63號1樓及夾層,07-2413388
王育彥耳鼻喉科診所,高雄市,新興區,AstraZeneca,3502061059,高雄市新興區七賢一路476號,07-2352268
毛重富耳鼻喉科診所,高雄市,新興區,AstraZeneca,3502061139,高雄市新興區復興一路107－1號,07-2350168
吳志明耳鼻喉科診所,高雄市,新興區,AstraZeneca,3502070594,高雄市前金區長興里中正四路88號1-2樓,07-2862846
偉峰診所,高雄市,新興區,AstraZeneca,3502063259,高雄市新興區復興一路16號一樓,07-2222123
家佳診所,高雄市,新興區,AstraZeneca,3502062976,高雄市新興區和平一路193號一、二樓,07-2234383
余國榮耳鼻咽喉科診所,高雄市,新興區,AstraZeneca,3502070825,高雄市前金區中華三路227號1樓,07-2167126
健新醫院,高雄市,新興區,AstraZeneca,1502070118,高雄市前金區七賢二路295號,07-2613866
惠仁醫院,高雄市,新興區,AstraZeneca,1502060149,高雄市新興區中山一路67．69號之2,07-2010196
高雄市立大同醫院（委託財團法人私立高雄醫學大學附設中和紀念,高雄市,新興區,AstraZeneca,102070020,高雄市前金區中華三路68號,07-2911101
活力得中山脊椎外科醫院,高雄市,新興區,AstraZeneca,1507340044,高雄市前金區青年二路6號1－3樓,07-2317108
雄大診所,高雄市,新興區,AstraZeneca,3507330595,高雄市新興區民族二路90號2－3樓,07-2232000
紀耳鼻喉科診所,高雄市,新興區,AstraZeneca,3502060534,高雄市新興區蕉園里林森一路154號之1,07-2719087
徐嘉賢診所,高雄市,楠梓區,AstraZeneca,3507310548,高雄市楠梓區藍昌路413號1樓,07-3613338
沐仁耳鼻喉科診所,高雄市,楠梓區,AstraZeneca,3507310486,高雄市楠梓區德賢路530巷29號1樓,07-3652233
宏生診所,高雄市,楠梓區,AstraZeneca,3502040309,高雄市楠梓區加昌里樂群路179巷2號,07-3619412
健安診所,高雄市,楠梓區,AstraZeneca,3502040578,高雄市楠梓區岳陽街53號,07-3529801
顏威裕醫院,高雄市,楠梓區,AstraZeneca,1502040076,高雄市楠梓區秀昌里後昌路826號,07-3639053
長春醫院,高雄市,楠梓區,AstraZeneca,1502041108,高雄市楠梓區右昌街331號1－5樓,07-3612995
金安心醫院,高雄市,楠梓區,AstraZeneca,1507310019,高雄市楠梓區加昌路606號1－4樓,07-3649890
林邑樵耳鼻喉科診所,高雄市,楠梓區,AstraZeneca,3507310164,高雄市楠梓區益群路6號1樓,07-3600819
康東原診所,高雄市,楠梓區,AstraZeneca,3502040685,高雄市楠梓區右昌街376號,07-3610115
高耿耀診所,高雄市,楠梓區,AstraZeneca,3502040596,高雄市楠梓區建楠路179號1樓,07-3529803
康兒診所,高雄市,楠梓區,AstraZeneca,3507310539,高雄市楠梓區德民路1003－3號1樓,07-3639263
杏美診所,高雄市,楠梓區,AstraZeneca,3507310217,高雄市楠梓區德祥路149號1樓,07-3645599
翁仲仁婦產科診所,高雄市,楠梓區,AstraZeneca,3507310226,"高雄市楠梓區德民路1010-5號,2樓,3樓,4樓",07-3626158
日月光半導體製造股份有限公司附設員工醫務室,高雄市,楠梓區,AstraZeneca,3402040512,高雄市楠梓區經五路123號6、7樓,07-3617131
佳恩小兒科診所,高雄市,路竹區,AstraZeneca,3542151514,高雄市路竹區大社路135號,07-6073355
蘇進添小兒科診所,高雄市,路竹區,AstraZeneca,3542151596,高雄市路竹區中興路236號,07-6971769
祐民診所,高雄市,路竹區,AstraZeneca,3542151498,高雄市路竹區中和街180號,07-6072211
仁澤診所,高雄市,路竹區,AstraZeneca,3542151676,高雄市路竹區竹西里國昌路331號,07-6076000
高新醫院,高雄市,路竹區,AstraZeneca,1542150042,高雄市路竹區中山路627號,07-6975903
腎美診所,高雄市,鼓山區,AstraZeneca,3502020549,高雄市鼓山區中華一路336號1．2．6樓,07-5544900
新聖明診所,高雄市,鼓山區,AstraZeneca,3507290425,高雄市鼓山區鼓山三路52號1、2樓,07-5313755
瑞芳耳鼻喉科診所,高雄市,鼓山區,AstraZeneca,3502020530,高雄市鼓山區華榮路298號一樓,07-5527887
建生診所,高雄市,鼓山區,AstraZeneca,3502022150,高雄市鼓山區美術東四路325號,07-5555366
生安婦產小兒科醫院,高雄市,鼓山區,AstraZeneca,1507290012,高雄市鼓山區美術東二路177號Ｂ2－11Ｆ,07-5223138
正大醫院,高雄市,鼓山區,AstraZeneca,1502020065,高雄市鼓山區鼓山三路128－9號,07-5823989
重安醫院,高雄市,旗山區,AstraZeneca,1542030018,高雄市旗山區大德里大仁街18號,07-6618471
大政診所,高雄市,旗山區,AstraZeneca,3507030036,高雄市旗山區瑞吉里延平一路337號1樓,07-6622588
高雄市立旗津醫院（委託財團法人私立高雄醫學大學經營）,高雄市,旗津區,AstraZeneca,1307370011,高雄市旗津區旗港路33號,07-5711188
晴美旗后診所,高雄市,旗津區,AstraZeneca,3507370035,高雄市旗津區旗津三路962巷2號,07-5710522
鴻仁健康診所,高雄市,鳳山區,AstraZeneca,3507010525,高雄市鳳山區青年路2段148號1－2樓,07-7408333
文山長慶小兒科診所,高雄市,鳳山區,AstraZeneca,3507010454,高雄市鳳山區文龍東路738號1樓,07-7774098
文華耳鼻喉科診所,高雄市,鳳山區,AstraZeneca,3542014856,高雄市鳳山區文化路117號1樓,07-7902555
欣診所,高雄市,鳳山區,AstraZeneca,3507010801,高雄市鳳山區誠義里15鄰誠義路31號1－2樓,07-7537532
歐俊彥小兒科診所,高雄市,鳳山區,AstraZeneca,3507010972,高雄市鳳山區文鳳路20號1－2樓,07-7777900
董石城診所,高雄市,鳳山區,AstraZeneca,3507011004,高雄市鳳山區文龍東路353號1樓,07-7407636
文衡診所,高雄市,鳳山區,AstraZeneca,3542011551,高雄市鳳山區文衡路344號,07-7768185
吳文誌診所,高雄市,鳳山區,AstraZeneca,3507010285,高雄市鳳山區鳳林路157號1樓,07-7820958
凱旋診所,高雄市,鳳山區,AstraZeneca,3542011382,高雄市鳳山區新富里凱旋路261號,07-7637639
錦明小兒科診所,高雄市,鳳山區,AstraZeneca,3542011364,高雄市鳳山區自強二路171號,07-7683688
瑞文診所,高雄市,鳳山區,AstraZeneca,3507010927,高雄市鳳山區新富路330號1樓,07-7675688
江泰興耳鼻喉科診所,高雄市,鳳山區,AstraZeneca,3542010090,高雄市鳳山區忠義里澄清路97號,07-7422296
福誠耳鼻喉科診所,高雄市,鳳山區,AstraZeneca,3507011031,高雄市鳳山區五福里五甲三路205號1－2樓,07-8125257
黃大沅小兒科診所,高雄市,鳳山區,AstraZeneca,3542012076,高雄市鳳山區青年路二段468號,07-7679299
國民小兒科診所,高雄市,鳳山區,AstraZeneca,3542010723,高雄市鳳山區縣口里中正路37號,07-7427925
和成診所,高雄市,鳳山區,AstraZeneca,3507010990,高雄市鳳山區南成里和成路71號1樓,07-7961900
